,Team,Conference,MP,GF,GA,ATT,DEF,STR,MAX
187,William & Mary,CAA,16,23,25,1.1392659320606144,1.1077310486533218,1.044658041116319,41.41545416987207
188,UTRGV,WAC,16,22,23,0.7772339796364838,0.9181071671690788,0.9020193741831977,31.213374173706526
189,Dartmouth,Ivy League,16,25,31,0.9935431397197103,1.3217140094990372,0.8987632146955657,30.980480805538207
190,Mercer,SoCon,18,23,15,0.8246697205835976,0.39622963064963856,1.504317449201376,74.29210783680932
191,Lipscomb,ASUN,16,22,33,0.9344028923961247,1.4250465469016171,0.8413343211428177,26.872939851084972
192,Loyola Chicago,Atlantic 10,16,24,28,1.0408972846587266,1.2121888211439698,0.9545199652654035,34.96842349927105
193,Cal Poly,Big West,19,19,13,0.6755379026074623,0.3812800648006832,1.4544203391771475,70.72326974409685
194,Princeton,Ivy League,19,30,22,1.090375736056282,0.758317012200812,1.181709321810883,51.21790226677171
195,Seattle U,WAC,20,43,22,1.2932723796803045,0.7953194041503526,1.2789060165500277,58.169793197977405
196,Vermont,America East,24,48,19,1.3866633562237691,0.448322643964493,1.724212594873464,90.01987587580092
197,Radford,Big South,16,12,37,0.5538612016708238,1.9080740747370089,0.5419521881450015,5.459948998482137
198,Manhattan,MAAC,16,21,21,0.89209146427159,0.9810868570870498,0.9429659768317068,34.14203667997601
199,FGCU,ASUN,17,17,28,0.5949688774778902,1.187538789084681,0.6938124293329055,16.321592353312433
200,Marist,MAAC,18,26,36,0.9772962631973388,1.4792068491542674,0.8567929471319327,27.97860174741845
201,Chicago St.,NEC,15,16,40,0.7390573385703709,2.0870344213065986,0.6350939157580126,12.12181268888339
202,Purdue Fort Wayne,Horizon,16,20,19,0.9368242185125514,0.7798759596827491,1.0749966087183327,43.58538817374173
203,Santa Clara,WCC,16,13,20,0.5457027437976447,0.7784360033722497,0.841272493704922,26.868517708892163
204,Utah Tech,WAC,18,17,29,0.5866761460120236,1.0193252751839137,0.7444221318358037,19.941397870415265
205,Iona,MAAC,19,35,22,1.2173181421248067,0.8019508335879177,1.2291745802931997,54.61280474649214
206,Wofford,SoCon,17,18,17,0.6761895088694805,0.6268557653424776,1.0438190273353787,41.355444595364105
207,Columbia,Ivy League,14,9,26,0.4435259920658172,1.22084311954987,0.5937580200479142,9.165306407558525
208,Southern Ind.,OVC,18,10,42,0.35701034030893286,1.547645871851402,0.47266326291901695,0.5041318052713768
209,Denver,Summit League,23,44,18,1.5338248418964642,0.5235117552406727,1.684365617964774,87.16986293913756
210,Howard,NEC,16,22,42,0.9973603965245978,1.8784338547498924,0.8113595890945419,24.729028800910065
211,Mercyhurst,NEC,17,24,21,1.1412547844931078,0.5620125852448002,1.3964807047367498,66.57919858710353
