Name,Team,Position,Minutes Played,Goals,Assists,Shots,Shots On Target,Fouls Won,MAX
Nick Okoro,Butler,Forward,483,1,1,4,2,7,47
Dilane Zouantcha,American,Forward,411,3,2,6,4,8,47
Douglas Arveskar,Dartmouth,Forward,450,1,1,7,3,9,47
Frank Lovett,Mercyhurst,Forward,539,1,0,9,5,4,47
Yverson Monongo-Kuangu,Georgia St.,Defender,567,0,0,1,0,0,47
Matt Taylor,Georgia St.,Forward,470,4,0,8,6,7,47
Sam Delong,Drake,Defender,380,0,0,3,2,6,47
Artem Vovk,UCLA,Forward,405,3,1,17,7,3,47
Nicholas Wilson,Stony Brook,Defender,499,1,0,2,2,3,47
Malang Mandiang,UCF,Forward,435,0,1,8,2,9,47
Will Case,Columbia,Midfielder,599,0,1,5,5,5,47
Dean Mercer,St. Bonaventure,Midfielder,504,0,1,9,7,5,47
Christopher Thaggard,Northwestern,Forward,549,1,1,6,2,11,47
Oliver Kneer,Queens (NC),Forward,443,2,0,16,9,13,47
Jan Golinski,Saint Joseph's,Defender,542,0,0,2,0,4,47
Konstantinos Georgallides,UNC Greensboro,Forward,474,0,1,19,7,7,47
Marco Ojea Quintana,Harvard,Midfielder,586,0,0,7,1,3,47
Nicolas Mancilla,Wake Forest,Defender,321,1,1,1,1,4,47
Piers Ringdahl,Davidson,Forward,447,0,1,6,3,10,47
Kendell Thomas,Coastal Carolina,Defender,525,0,0,0,0,3,47
Murat Calkap,Fordham,Midfielder,315,0,1,0,0,9,47
Colin Mullen,Milwaukee,Defender,496,0,0,0,0,1,47
John Dalby,Tulsa,Midfielder,563,0,1,2,1,8,47
Oscar Resano,Jacksonville,Forward,587,4,0,16,7,7,47
Ethan Sullivan,Stonehill,Forward,569,0,0,10,5,2,47
Lucas Sperner,FGCU,Midfielder,499,1,1,3,2,4,47
Lejs Plicanic,Oakland,Forward,554,3,0,16,8,5,47
Bryce Allred,UNLV,Forward,456,1,1,6,3,12,47
Drew Stephans,Colgate,Midfielder,448,0,0,0,0,8,47
Mohammed Ibrahim,VCU,Midfielder,474,0,2,16,8,3,47
James Melnick,Lafayette,Midfielder,544,0,0,2,0,3,47
Taichi Yamada,Central Conn. St.,Midfielder,560,1,1,9,4,8,47
Camilo Estrada,Lipscomb,Midfielder,539,0,1,12,4,4,47
Jack Kehoe,Mount St. Mary's,Unknown,1232,1,0,9,3,17,47
Evan Howard,Coastal Carolina,Forward,584,3,2,17,8,17,47
Anthony Cox,USC Upstate,Defender,547,0,1,11,4,6,47
Justin Davidyock,Army West Point,Midfielder,577,0,1,2,0,3,47
Michael Krzeminski,Le Moyne,Defender,427,0,0,2,1,2,46
Stan De Vries,Seton Hall,Midfielder,450,0,0,7,0,4,46
Gael Arceo,Canisius,Defender,562,0,0,2,0,1,46
Nick Kashambuzi,Dartmouth,Defender,404,0,0,2,0,4,46
Ethan O'Connor,Stonehill,Defender,425,0,1,0,0,5,46
Junior Saint Juste,South Carolina,Defender,362,0,1,2,1,3,46
Serigne Babacar,Grand Canyon,Defender,350,1,0,2,1,6,46
Sulaiman Abdul-Mateen,VCU,Forward,552,1,1,8,3,11,46
Esteban Leiva,Belmont,Forward,438,0,1,10,2,12,46
Zane Alafranji,San Francisco,Forward,451,0,0,6,2,8,46
Alan Hermitte,Grand Canyon,Forward,644,0,1,10,6,1,46
Pedro Amadou,Robert Morris,Forward,351,0,3,3,1,11,46
Baylor Denu,Green Bay,Defender,522,0,0,0,0,0,46
Case Cox,Belmont,Forward,474,2,0,16,7,11,46
Caleb Bennett,Winthrop,Midfielder,324,0,0,2,0,11,46
Massimo Erfani,Pacific,Midfielder,566,0,0,6,3,2,46
Noah Sandahl,Detroit Mercy,Midfielder,556,0,0,3,0,4,46
Austin Rocke,Central Conn. St.,Midfielder,574,0,0,6,1,12,46
Michael Suski,UConn,Forward,492,2,1,10,4,6,46
Xavier Davidson,St. Bonaventure,Defender,437,0,0,1,1,4,46
Kojo Dadzie,Penn St.,Midfielder,410,0,1,8,2,5,46
Filippo Censini,Bryant,Defender,376,0,1,1,1,4,46
Jerod Allen,Utah Tech,Midfielder,439,0,1,3,0,6,46
Scott Gustafson,Brown,Midfielder,411,0,1,3,0,4,46
Taylor Dyson,Bowling Green,Forward,377,0,4,11,4,9,46
Iker Carew,Kentucky,Forward,408,1,0,8,5,4,46
Will Schroeder,Notre Dame,Midfielder,400,0,0,6,2,3,46
Eli Stein,Sacred Heart,Forward,448,1,0,6,5,7,46
Jared Demott,George Washington,Defender,426,1,0,3,2,4,46
Justin Faison,Sacramento St.,Defender,402,0,0,2,2,2,46
Mikey Ketteman,UNC Greensboro,Forward,513,2,1,8,5,2,46
Evan Pickering,UConn,Forward,503,1,1,4,1,7,46
Jack Bowden,Milwaukee,Midfielder,454,0,1,4,1,2,46
Diego Letayf,Georgetown,Midfielder,313,0,0,3,0,9,46
Sean Bettenhausen,Penn St.,Midfielder,595,0,0,1,1,2,46
Brooks Beeman,FGCU,Midfielder,310,1,0,7,2,6,46
Luke Shreiner,Northwestern,Defender,396,0,2,2,0,0,46
Simon Vaca-Lorenzi,Sacramento St.,Forward,416,1,2,9,2,6,46
Elmer Garcia,Southern Ind.,Midfielder,589,0,1,12,2,6,46
Kyle Mcgowan,Denver,Forward,381,2,1,8,5,9,46
Taylor Rhinehart,Xavier,Forward,652,1,0,13,5,3,46
Dane Baker,Air Force,Defender,303,0,1,1,1,5,46
Micah Wayland,Old Dominion,Forward,413,1,0,7,2,8,46
Matteo Samori,UMBC,Forward,414,2,1,11,3,6,46
Henrique Lobato,Grand Canyon,Defender,404,0,0,0,0,3,46
Oskar Greven,UIC,Midfielder,461,0,1,3,0,4,46
Saad Chaouki,Portland,Midfielder,343,1,0,4,1,6,46
Taj Eagleston,San Diego,Midfielder,314,0,1,9,0,7,46
Aby Gomez,Central Ark.,Midfielder,393,0,4,8,2,5,46
Xavier Holloway,Saint Louis,Midfielder,483,0,0,4,0,2,46
Sune Aarup,UNCW,Midfielder,517,0,0,7,3,2,46
Zach Martens,Michigan,Midfielder,452,0,0,0,0,5,46
Christian Nielsen,IU Indy,Forward,576,1,1,9,6,10,46
Pablo Guillen,Missouri St.,Forward,306,1,1,10,3,9,46
Mason Lamb,Clemson,Defender,406,0,0,1,1,2,46
Braden Griffin,Bellarmine,Defender,388,0,0,4,2,4,46
Mesafint Ellingson,Canisius,Forward,575,1,1,11,6,4,46
Ezequiel Emanuele,Col. of Charleston,Midfielder,301,0,0,8,3,7,45
Milan Dajic,Oakland,Forward,474,0,0,10,5,8,45
Joey Mueller,UCF,Forward,479,0,2,8,6,3,45
Kasper Piela,Bucknell,Midfielder,496,0,1,5,0,2,45
Hudson Brunk,Gonzaga,Unknown,1122,1,0,4,1,9,45
Anthony Wilson,LMU (CA),Forward,505,0,2,12,4,13,45
Aldo Jimenez,Chicago St.,Forward,565,0,0,5,2,8,45
Jackson Delkus,Saint Louis,Forward,331,3,1,9,7,8,45
Tavon Mussenden,Stetson,Midfielder,516,0,0,0,0,2,45
Wesley Rhodes,Southern Ind.,Midfielder,521,0,0,5,2,8,45
Tyson Aschliman,IU Indy,Forward,579,2,1,3,2,7,45
Andre Roberts,Ohio St.,Midfielder,333,0,0,6,3,7,45
Charlie Hogan,Cal Poly,Defender,311,0,0,5,2,1,45
Connall Mcerlain,Saint Peter's,Forward,523,1,1,12,6,12,45
Ishmael Mensah,Xavier,Midfielder,427,1,0,5,2,2,45
Connor Walcott,Navy,Midfielder,421,0,0,3,0,6,45
Cole Parete,Georgetown,Midfielder,398,1,1,5,1,4,45
Victor Hugo De Oliveira Lopes,FGCU,Defender,410,0,0,1,0,3,45
Nick Prime,Bucknell,Defender,313,1,0,5,2,1,45
Pablo Figueroa,UC Santa Barbara,Defender,387,0,1,3,0,1,45
David Okorie,Virginia,Forward,472,1,1,6,4,1,45
Ezra Hoffman,USC Upstate,Forward,570,0,1,8,2,6,45
Josh Oladele,Villanova,Midfielder,542,0,2,3,0,1,45
Alexander Castel,Harvard,Defender,346,0,1,1,0,3,45
Colin Hughes,Colgate,Forward,557,0,2,9,4,8,45
Logan Smith,UNC Asheville,Defender,388,0,0,1,1,7,45
Kaea Rangihaeata,Fairfield,Forward,588,0,2,10,4,5,45
Dylan Carlson,Rutgers,Midfielder,426,0,1,3,0,4,45
Trey Demps,Jacksonville,Midfielder,496,0,0,3,1,3,45
Clay Murador,Indiana,Forward,403,0,0,8,1,4,45
Souley Diouf,Utah Valley,Forward,526,1,2,6,4,5,45
Emilio Rossi,Iona,Midfielder,427,0,1,2,0,1,45
Ashton Alonge,Cal Poly,Forward,580,1,0,11,3,7,44
Chase Vazquez,Louisville,Forward,345,1,2,15,7,7,44
Guilherme Melchiori,Saint Peter's,Forward,459,1,0,5,4,11,44
Lucas Gelebart,UNLV,Unknown,804,0,2,13,6,9,44
Nikolai Rojel,UCLA,Forward,323,3,1,12,4,5,44
Job Choute,FGCU,Forward,426,0,1,11,4,10,44
Alex Notzka,Seattle U,Forward,314,1,3,9,4,6,44
Andrea Nguionza,Marist,Midfielder,500,0,0,7,3,3,44
Donovan Williams,Ohio St.,Defender,367,0,1,1,0,2,44
Bradyn Cobb,USC Upstate,Midfielder,352,1,0,5,2,7,44
Herman Reffsgaard,Saint Joseph's,Midfielder,555,0,0,1,0,6,44
Ethan Marks,Winthrop,Forward,505,3,0,13,9,5,44
Tommy Case,UAB,Midfielder,427,0,0,0,0,6,44
Zander Crooks,Detroit Mercy,Forward,379,0,0,5,0,11,44
Nico Stoddart,Northern Ky.,Forward,560,2,1,12,5,3,44
Dax Booth,Radford,Midfielder,335,1,1,9,5,4,44
Andrew Lovell,California Baptist,Forward,566,3,0,10,5,3,44
Chris Dommer,Charlotte,Forward,454,1,1,16,4,5,44
Ryan Namdar,UC San Diego,Forward,503,0,0,8,5,8,44
Finn Werner,CSUN,Midfielder,417,0,0,2,0,4,44
River Stewart,Seattle U,Forward,306,3,1,14,5,5,44
Juan Pablo,Southern Ind.,Midfielder,539,0,1,2,2,6,44
Salvatore Zani,Merrimack,Forward,530,0,0,6,2,9,44
Tristan Monroe,Lipscomb,Defender,504,0,0,0,0,2,44
Toshi Davis,American,Midfielder,348,1,1,6,3,3,44
Theo Harris,Rhode Island,Forward,445,0,0,5,2,9,44
Odin Rosten,CSUN,Forward,406,0,0,5,3,9,44
Ryan Jeanfreau,Presbyterian,Forward,351,1,0,6,3,8,44
Thomas Sciarra,Northeastern,Forward,367,2,1,10,6,9,44
Mamadi Sangare,FDU,Midfielder,458,0,1,3,0,1,44
Andres Lazo,NJIT,Midfielder,396,0,1,1,0,8,44
Ryan Daunt,Air Force,Midfielder,552,1,0,8,4,3,44
Nicholas Nyquist,Harvard,Forward,527,2,1,15,10,7,44
Tyee Allen,Liberty,Forward,440,1,1,7,4,1,44
Fefo Granados,Cleveland St.,Midfielder,301,0,1,1,1,6,44
Alejandro Fuentesal-Atalaya,LMU (CA),Forward,423,3,0,16,10,9,44
Noah Robertson,LMU (CA),Midfielder,308,0,1,1,0,7,44
Carson Hickok,USC Upstate,Defender,892,0,1,3,1,21,44
Angel Saldana,Utah Tech,Unknown,1052,1,0,7,2,22,44
Hiroshi Yang,Sacramento St.,Midfielder,300,1,0,2,1,4,44
Phillip Strube,Mercyhurst,Defender,352,0,1,0,0,3,44
Sergio Sanchez,Mercyhurst,Midfielder,429,0,0,2,0,1,44
Brian Arens,UC San Diego,Forward,531,0,0,3,1,7,44
Luke Szablewski,Canisius,Forward,439,3,0,12,9,3,44
Hayden Carlson,UC Davis,Defender,355,0,0,5,2,1,44
Luca Costabile,California Baptist,Midfielder,378,0,2,5,1,6,44
Daniel Helle,St. Bonaventure,Forward,468,0,1,7,5,5,44
Seth Powder,Loyola Maryland,Forward,458,1,1,7,5,9,44
Toke Amtrup,Saint Mary's (CA),Midfielder,467,0,0,2,1,3,43
Alex Chung,George Washington,Forward,493,0,0,4,2,9,43
Aidan Holmes,Boston U.,Midfielder,491,0,1,4,0,0,43
Aidan Flynn,Rutgers,Defender,352,1,0,1,1,5,43
Ernest Bawa,Syracuse,Unknown,483,0,0,16,6,15,43
Tim Langenbahn,Harvard,Defender,377,0,0,0,0,6,43
Balazs Feher,Cornell,Midfielder,302,1,0,7,2,2,43
Korey Philpot,Elon,Defender,320,0,0,0,0,6,43
Danny De Lorijn,UC Irvine,Forward,395,1,1,4,3,10,43
Gabriel Fernandes,Kansas City,Forward,360,2,1,10,4,3,43
Cal Walsh,Brown,Midfielder,418,0,0,4,1,1,43
Mikhail Keise,South Fla.,Defender,410,0,0,0,0,1,43
Vinzent Zingel,Pacific,Forward,462,2,0,12,4,7,43
Pierre Lurot,Michigan,Defender,374,0,1,0,0,3,43
Andrew Ellis,Dartmouth,Midfielder,410,0,0,0,0,4,43
Diego Vargas,Longwood,Midfielder,519,0,1,2,0,3,43
Peyton Pressley,USC Upstate,Forward,441,0,1,0,0,6,43
Noah Pogue,Utah Valley,Forward,423,1,1,4,3,5,43
Karson Gibbs,SIUE,Forward,301,2,0,4,3,7,43
Luke Benford,Oakland,Forward,382,0,1,6,2,11,43
Iago Rodriguez,Longwood,Midfielder,517,0,0,0,0,4,43
David Kolar,Mercyhurst,Defender,364,0,0,2,1,3,43
Ian Zahara,Winthrop,Defender,411,0,1,1,0,2,43
Thomas Sellwood,Seton Hall,Midfielder,332,1,0,3,1,3,43
Mikey Walenchok,Saint Francis,Forward,410,0,1,4,3,1,43
Wes Hastings,UC Riverside,Forward,557,1,1,9,4,2,43
D.T. Megliola,Binghamton,Forward,476,1,1,10,5,3,43
Fernando Adrados,Western Ill.,Defender,326,0,0,0,0,6,43
Chance Therrien,St. Thomas (MN),Midfielder,537,0,0,2,0,4,43
Reece Fragle,Furman,Defender,384,0,0,2,1,3,43
Mohammed Shahabodien,UTRGV,Midfielder,420,0,0,1,0,3,43
Morgan Marvik,ETSU,Defender,405,0,0,0,0,0,43
Nathan Tozzi,Queens (NC),Midfielder,359,0,0,0,0,9,43
Elias Thomas,San Francisco,Defender,320,0,1,1,0,1,43
Pat Altamirano,George Washington,Midfielder,391,0,1,6,2,8,43
Glen Lala,Saint Joseph's,Midfielder,428,0,0,1,1,6,43
Duante Tulloch,Fairfield,Defender,345,0,1,1,1,3,43
Alex Walker,Presbyterian,Midfielder,411,0,0,0,0,3,43
Noah Hartzfeld,Columbia,Midfielder,598,0,0,2,0,1,43
Riley Cullum,Army West Point,Midfielder,328,0,0,7,2,7,43
Carson Danner,Radford,Defender,310,1,0,3,1,4,43
Brett Sieg,Fairfield,Midfielder,394,1,1,3,1,4,43
Juston Rainey,Loyola Maryland,Midfielder,420,0,1,10,3,2,43
Alex St. John,Colgate,Forward,436,2,0,8,6,6,43
Manolo Vazquez,UNLV,Midfielder,413,0,0,0,0,4,43
Nick Lockermann,Vermont,Defender,318,0,0,3,1,2,43
Fabian Andberg,LIU,Defender,365,0,0,2,1,4,43
Jake Kellerhals,UAB,Defender,329,0,2,0,0,0,43
Hagen Kyle,Radford,Defender,548,0,0,0,0,4,43
Giovanni Padilla,UIW,Unknown,1008,0,1,3,0,11,42
Patrick Vani,Saint Joseph's,Forward,551,2,0,9,5,7,42
Baronyi Kengeye,Santa Clara,Forward,490,0,1,8,2,8,42
Italo Addimandi,Northwestern,Forward,493,2,2,10,3,3,42
Brennan Mcdermott,UAlbany,Midfielder,454,0,1,5,2,1,42
Miles Avery,Georgetown,Defender,382,0,0,3,1,1,42
Bardia Hormozi,Princeton,Midfielder,375,0,1,15,6,4,42
Manuel Lolas,James Madison,Midfielder,359,0,1,8,1,4,42
Aidan Barber,Marist,Midfielder,367,1,1,7,3,2,42
Noah Kummrow,IU Indy,Defender,327,0,1,2,1,0,42
Mano Karjian,IU Indy,Midfielder,409,0,0,5,3,3,42
Andrew Monteserin,Quinnipiac,Forward,362,3,1,8,7,6,42
Andres Fuentes-Ramos,VMI,Midfielder,433,0,0,2,1,3,42
Emil Thyregod,Col. of Charleston,Defender,307,0,0,3,0,2,42
Jonathan Nabaka,Michigan,Defender,301,0,0,0,0,5,42
Pepe Lora,Providence,Forward,432,3,0,16,10,3,42
Nick O'Brien,Washington,Forward,529,1,0,9,5,1,42
Stephen Appiah,Drexel,Forward,315,1,0,8,3,6,42
Gui Gragnano,UAB,Forward,470,2,0,15,6,6,42
Pieter Bultman,Vermont,Defender,353,1,0,2,1,2,42
Arved Von Vegesack,Loyola Chicago,Forward,366,1,3,7,3,6,42
Prince Ngeleka,FIU,Forward,409,1,0,5,1,4,42
Lucas Nesthus,Marquette,Forward,442,1,0,9,3,5,42
Nicolas Aanensen Karlson,Jacksonville,Unknown,644,0,0,17,5,13,42
Mateo Castellini,Davidson,Midfielder,311,0,1,3,1,5,42
Karmel Segui,NJIT,Defender,391,0,0,3,0,2,42
Bilal Hersi,Massachusetts,Forward,342,0,1,5,1,7,42
Aden O'Hara,Gardner-Webb,Forward,381,2,0,7,2,6,42
Victor Gadea,Gonzaga,Forward,346,0,1,12,4,8,41
Joseph Arena,Fairfield,Midfielder,377,0,0,4,2,7,41
Arijan Coralic,Chicago St.,Defender,482,0,0,0,0,5,41
Tyler Kato,Air Force,Midfielder,577,0,0,10,3,2,41
Ethan Senter,UC Santa Barbara,Midfielder,339,0,0,2,1,5,41
Attila Toth,Air Force,Forward,411,0,0,3,2,10,41
Abraham Gutierrez,Cal St. Fullerton,Defender,399,0,1,0,0,2,41
Jalen Belong,Cal St. Fullerton,Forward,388,2,0,5,3,5,41
Simon Guardiero,Akron,Defender,326,1,0,3,2,1,41
Ryota Kono,Stony Brook,Midfielder,321,0,1,9,2,4,41
Victor Herrera,Chicago St.,Midfielder,469,0,0,0,0,5,41
Elijah Gozo,Utah Valley,Forward,447,0,0,0,0,3,41
Declan Mettee,Wofford,Forward,462,2,2,15,8,2,41
Riley Kutschbach,Mercyhurst,Forward,362,1,0,4,2,7,41
Mauricio Restrepo,Stetson,Forward,405,0,0,11,7,3,41
Nathan Simes,Wofford,Forward,341,2,0,7,3,7,41
Amjot Narang,UCLA,Midfielder,315,0,0,2,1,5,41
Ronan Brien,Manhattan,Midfielder,318,1,0,9,5,1,41
Hayden Hollinger,Winthrop,Forward,459,0,0,3,2,5,41
Buba Fofanah,Portland,Forward,335,2,1,15,9,5,41
Langdon Gryglas,Brown,Midfielder,393,0,0,1,0,6,41
Balint Kocso,James Madison,Forward,421,0,0,6,3,3,41
Tyler Leonard,UNC Asheville,Defender,381,1,0,2,1,3,41
Ricardo Gonzalez,Southern Ind.,Defender,382,0,0,0,0,6,41
Roman Anast,Cal Poly,Forward,453,0,0,11,5,6,41
Clement Badger,Tulsa,Forward,513,1,0,13,5,9,41
Daichi Saito,Utah Tech,Unknown,713,1,1,7,3,19,41
Jiwoo Lee,New Hampshire,Midfielder,396,0,0,5,2,5,41
Jack Bilyeu,Xavier,Midfielder,349,1,1,4,1,1,41
Sean Yurgel,La Salle,Forward,421,1,0,16,9,3,41
Alexis Huneau,Dartmouth,Defender,375,0,0,3,0,2,41
Alfonso Young,Lehigh,Midfielder,412,0,0,4,1,1,40
Alessandro Franciosa,Columbia,Midfielder,440,0,1,2,1,1,40
Diego Elizalde,Brown,Forward,352,1,0,5,1,6,40
Jeremy Montero,Fla. Atlantic,Forward,390,1,1,7,3,5,40
Luis Zuniga,UIW,Defender,308,0,0,1,0,3,40
Josh Sczech,Winthrop,Midfielder,400,0,0,4,2,4,40
Landon Redding,Radford,Defender,521,0,0,0,0,2,40
Emilio Figueroa-Morales,UNC Asheville,Defender,342,0,0,1,1,3,40
Francisco Segura,UIW,Unknown,333,0,1,10,5,2,40
Lucas Nordin,ETSU,Forward,448,1,1,16,9,3,40
Owen Santos,Chicago St.,Midfielder,478,0,0,4,2,3,40
Mike Balleani,Brown,Forward,387,1,0,4,2,6,40
Luka Peric,Columbia,Forward,482,0,0,7,4,8,40
Owen Guske,Jacksonville,Unknown,849,0,1,6,1,14,40
Nick Osygus,Old Dominion,Defender,363,0,0,0,0,4,40
Aidan Grubbs,Air Force,Midfielder,411,0,0,2,1,5,40
David Medina,Manhattan,Midfielder,385,0,1,2,1,4,40
Ryan Kuldanek,Memphis,Midfielder,345,0,0,7,1,5,40
Johan Nissen-Lie,Bellarmine,Forward,381,1,0,9,7,7,40
Kaone Kolagano,Houston Christian,Forward,397,1,1,13,5,7,40
Felix Huwiler,Milwaukee,Forward,334,0,0,6,3,7,40
Nathaniel David,Iona,Midfielder,315,0,0,0,0,5,40
Kevin Meza,UC Riverside,Midfielder,310,0,0,3,1,5,40
Jakub Strapek,Rider,Midfielder,397,0,1,10,2,2,40
Sam Montalto,Providence,Forward,310,0,2,2,0,6,40
Braden Masker,North Florida,Forward,394,1,0,6,2,6,40
Ehi Aimiuwu,Mercer,Forward,458,1,0,10,5,2,40
Sebastian Rodriguez,Air Force,Midfielder,430,0,0,0,0,5,40
Nate Erre,Wright St.,Defender,353,0,1,0,0,2,40
Isiah Flores,Green Bay,Midfielder,387,0,1,0,0,4,40
James Ferraro,Holy Cross,Forward,573,1,1,16,5,3,40
Thijmen Lansing,Radford,Defender,446,0,0,0,0,3,40
Joey Iaquaniello,Detroit Mercy,Defender,336,0,0,1,0,4,40
Cam Lamptey,Radford,Defender,328,1,0,3,2,2,40
Ekene Okeke,Xavier,Defender,307,0,0,2,1,1,39
Zion Wharton,Brown,Midfielder,346,0,1,3,2,3,39
Xavier Rimpel,Temple,Forward,581,2,2,13,9,3,39
Diego Diaz,Longwood,Forward,307,0,0,2,1,6,39
Salomon Oniangue,Lindenwood,Forward,375,1,1,10,6,4,39
Xavier Tanyi,Harvard,Forward,440,1,1,7,4,3,39
Nicholas Alves,Old Dominion,Forward,329,1,0,8,3,5,39
Nathan Bessinger,Purdue Fort Wayne,Midfielder,341,0,0,4,1,4,39
Erick Hernandez,Temple,Defender,355,0,0,0,0,3,39
Deryn Armstrong,Coastal Carolina,Forward,531,2,1,23,11,5,39
A.J. Cucinotta,Massachusetts,Defender,371,0,0,1,0,2,39
Charlie Tuckerman,Boston U.,Defender,307,0,0,3,2,0,39
Aaron Biggerstaff,CSU Bakersfield,Forward,343,1,2,6,3,4,39
Zach Lorenz,Sacred Heart,Forward,365,0,2,5,2,5,39
Rocky Perez,Michigan,Midfielder,362,0,0,0,0,5,39
Jack Fridman,LIU,Midfielder,311,0,2,3,1,2,39
Neshawn Sutherland,St. Bonaventure,Forward,396,1,0,10,5,6,39
Andrew Heckenlaible,Saint Louis,Forward,391,0,3,5,2,5,39
Brandon Franklin,Howard,Defender,394,0,0,0,0,6,39
Shane Fonseca,Stonehill,Forward,302,3,2,14,11,1,39
Sawyer Trowel,Bellarmine,Midfielder,342,0,1,4,1,3,39
Jared Frack,Central Conn. St.,Midfielder,316,0,0,4,2,6,39
Nacho Macias,LMU (CA),Forward,488,0,0,9,1,6,39
Jesse Wangusi,CSU Bakersfield,Unknown,407,1,0,10,3,3,39
Joey Betts,Air Force,Forward,555,0,0,7,0,7,39
Florian Senst,Radford,Unknown,958,0,1,12,6,16,39
Eliot O'Neal,Mount St. Mary's,Midfielder,373,0,1,6,4,4,39
Ben Rosenblatt,Syracuse,Unknown,727,1,0,6,4,6,38
Tyler Bryant,Air Force,Midfielder,414,0,0,2,1,3,38
Jack Brennan,DePaul,Forward,355,0,0,2,0,4,38
Jaron Frye,Southern Ind.,Forward,508,0,1,6,2,7,38
Parker Bowman,Central Conn. St.,Forward,525,0,1,7,1,5,38
Mans Saebbo,Seton Hall,Forward,393,0,1,8,4,6,38
Mustaph Kamara,Radford,Midfielder,361,0,0,1,0,6,38
Jack Wagner,Penn,Forward,369,1,0,7,3,4,38
Abdi Adan,Omaha,Midfielder,365,0,2,1,0,1,38
Webb Kosich,William & Mary,Forward,340,1,1,5,2,3,38
Caleb Swenson,Winthrop,Forward,355,1,1,4,3,5,38
Anthony Catanzaro,Central Conn. St.,Forward,460,0,0,7,4,6,38
Marcos Escoe,Virginia Tech,Forward,351,0,2,6,2,3,38
Dylan Williams,Boston U.,Forward,427,0,1,7,2,3,38
Desmond Adeyemi,Longwood,Forward,355,2,1,6,3,2,38
Juan Hernandez,Quinnipiac,Forward,333,1,1,2,1,4,38
Garrett Morris,Southern Ind.,Midfielder,312,0,0,2,0,5,38
Bruno Baez,Chicago St.,Forward,368,1,1,10,5,5,38
Mason Lillis,Bucknell,Forward,440,1,1,9,5,4,38
Andreas Raisanen,Fla. Atlantic,Forward,346,0,0,3,1,5,38
Gijs Hovius,Tulsa,Forward,441,2,1,16,6,4,38
Evan Carlson,Drake,Forward,367,1,2,6,3,2,38
Driss Nasser,FIU,Midfielder,318,0,1,0,0,3,38
Xande Santos,Grand Canyon,Midfielder,379,0,1,1,0,3,38
Daniel Fregoso Bautista,San Jose St.,Forward,383,1,1,8,4,6,38
Kiko Hidalgo,Bucknell,Midfielder,391,0,1,2,1,2,37
Evan Rupe,Radford,Forward,316,0,0,6,4,6,37
Wiktor Kwiatkowski,NIU,Defender,364,0,0,1,0,3,37
Kayvon Gray,Manhattan,Forward,371,0,0,14,8,5,37
Caylan Lawrence,FGCU,Midfielder,378,0,0,1,1,4,37
Emilio Garza,Campbell,Defender,312,0,0,1,1,1,37
Taylor Davis,NIU,Forward,354,2,0,8,4,3,37
Michael Leon,Michigan,Forward,395,0,1,5,0,5,37
Matias Delellis,ETSU,Midfielder,355,0,1,3,0,2,37
Daniel Hickiewicz,DePaul,Forward,385,0,0,6,1,3,37
Weston Cantrell,Air Force,Forward,419,0,1,7,3,5,37
William Bryan,Lipscomb,Forward,333,1,0,8,4,4,37
Zain Ibrahim,Queens (NC),Forward,363,0,0,1,0,6,37
Oskar Steinicke,Saint Joseph's,Forward,545,0,0,3,3,3,37
Kyle Martell,Holy Cross,Midfielder,338,0,1,2,0,2,36
Ben Martin,Eastern Ill.,Defender,404,0,0,1,0,0,36
Bryce Griffith,South Carolina,Forward,362,0,0,7,3,3,36
Lewis Johnson,Kentucky,Forward,316,0,0,8,2,3,36
Julian Pittaoulis,Drexel,Unknown,794,0,0,3,0,11,36
Jaiden Windell,Santa Clara,Midfielder,387,0,0,4,1,3,36
Benjamin Telle,Quinnipiac,Unknown,408,1,0,7,3,5,36
Jacob Garrigues,Quinnipiac,Unknown,302,0,1,5,2,4,36
Caleb Vallance,UAlbany,Midfielder,317,0,0,2,0,3,36
Isaac Calderon,UAB,Forward,388,1,0,14,4,5,36
Sam Ter Linde,USC Upstate,Defender,635,0,0,4,1,5,35
Ollie West,USC Upstate,Defender,423,1,0,3,3,3,35
Nicholas Beier,Akron,Midfielder,350,0,0,4,1,1,35
Andrei Bulankou,Air Force,Defender,367,0,0,0,0,3,35
Emilio Madrigal,Bradley,Midfielder,312,0,0,5,1,2,35
Diego Veliz,Grand Canyon,Defender,381,0,0,1,1,0,35
Maxwell Farnum,Saint Mary's (CA),Unknown,340,0,1,6,1,3,35
Tyrone Kirunda,Georgia St.,Defender,330,0,0,0,0,2,35
Enzo Rabot,Fla. Atlantic,Unknown,683,0,1,3,1,4,35
Javon Daniels,Villanova,Forward,340,0,0,5,1,4,35
Ethan Kelly,Sacramento St.,Forward,373,2,0,5,4,1,35
Justin Figaroa,IU Indy,Forward,374,0,0,2,1,5,35
Van Heukelum,Maryland,Forward,371,2,0,11,5,1,35
Sintayehu Clements,Duke,Unknown,409,1,1,1,1,4,35
Ashur Eshw,Eastern Ill.,Forward,403,0,1,4,1,3,35
Naime Odeh,Utah Valley,Unknown,449,0,2,4,1,3,35
Owen Benson,Saint Mary's (CA),Unknown,367,1,0,6,3,3,34
Peter Chang,Columbia,Midfielder,352,0,1,3,2,1,34
Matthew Lin,UC San Diego,Midfielder,318,0,0,0,0,2,34
