Name,Team,Position,Goals,Assists,Shots,Shots On Target,Fouls Won,Minutes Played,MAX,MLS_Drafted
Tanner Anderson,Saint Louis,Midfielder,4,1,14,10,10,540,75.0,False
Joost De Schutter,Butler,Midfielder,0,5,20,6,27,1100,75.0,False
Miguel Diaz,St. John's (NY),Forward,4,4,23,6,28,1413,75.0,False
Ali Ramadan,Creighton,Midfielder,5,1,30,17,8,849,75.0,False
Garcia Gallego,Sacred Heart,Midfielder,5,0,49,23,1,1251,75.0,False
Cole Hellert,Siena,Midfielder,4,2,27,15,10,1013,75.0,False
Augustine Boadi,St. John's (NY),Defender,1,3,11,4,17,920,75.0,False
Vincent Petrera,Villanova,Forward,3,1,21,7,8,748,75.0,False
Tiago Campos,Gardner-Webb,Midfielder,0,3,19,8,37,1427,75.0,False
Umberto Pel,Virginia,Midfielder,1,1,15,5,39,1515,75.0,False
Jack Birch,UNC Greensboro,Midfielder,2,2,12,5,6,1514,75.0,False
Luc Lavielle,Campbell,Forward,3,3,30,12,6,1065,75.0,False
Justin Mclean,Georgia St.,Midfielder,5,1,33,11,16,910,75.0,False
Chris Swider,Gonzaga,Midfielder,5,0,37,14,27,1344,75.0,False
Nicholas Kaloukian,Syracuse,Forward,2,0,32,18,22,705,75.0,False
Michael Rogalski,Xavier,Defender,1,3,13,7,3,968,75.0,False
Damian Mcgregor-Wickham,Presbyterian,Defender,1,3,7,2,11,1290,75.0,False
Rikard Cederberg,Seton Hall,Defender,2,1,5,5,2,1006,75.0,False
Felix Ezekwuka,Wright St.,Forward,4,0,25,15,31,1050,75.0,False
Kai Oppenheim,UC San Diego,Forward,3,2,18,5,12,812,75.0,False
Matt Giraldo,FDU,Forward,4,2,31,16,19,1353,75.0,False
David Raphael,San Francisco,Forward,4,2,24,14,22,1114,75.0,False
Sveinn Hauksson,UCLA,Forward,3,1,21,7,8,770,75.0,False
Giampaolo Nardi,Gardner-Webb,Midfielder,1,2,11,4,30,1622,75.0,False
Timothy Ennin,Old Dominion,Forward,3,2,13,5,33,823,75.0,False
Victor Boje Henriksen,Le Moyne,Defender,1,0,7,3,8,1215,75.0,False
Tibo Jacobs,Bryant,Defender,1,0,8,4,6,1008,75.0,False
Lucas Kelly,Liberty,Defender,0,0,5,2,8,1128,75.0,False
Sean Kerrigan,Michigan St.,Midfielder,4,1,28,13,22,762,75.0,False
William Ansah,UIW,Defender,0,0,3,2,16,1108,75.0,False
Taku Takahashi,American,Defender,1,1,16,9,16,1051,75.0,False
Luke Adams,Tulsa,Defender,0,0,6,3,11,1350,75.0,False
Taylor Davis,NIU,Forward,2,0,8,4,3,354,75.0,False
Nick Wanzer,Mercer,Midfielder,0,4,15,4,16,1509,75.0,False
Marley Edwards,CSUN,Forward,3,2,30,10,11,988,75.0,False
Mark O'Neill,Creighton,Midfielder,3,2,9,5,24,1486,75.0,False
Joshua Saavedra,LIU,Midfielder,1,3,23,4,30,1676,75.0,False
Sam Divis,NIU,Forward,4,2,18,10,11,954,75.0,False
Jackson Gould,St. John's (NY),Midfielder,2,3,17,10,14,691,75.0,False
Aj Chastonay,Belmont,Midfielder,5,2,28,14,12,1125,75.0,False
Jorge Garcia,Villanova,Midfielder,5,2,22,7,25,1369,75.0,False
Harry Jolley,Missouri St.,Defender,2,0,4,2,18,991,75.0,False
Dominic De Almeida,California Baptist,Defender,0,1,2,0,62,990,75.0,False
Chris Mckenna,UAB,Defender,0,0,5,1,2,1263,75.0,False
Francisco Ferreira,Quinnipiac,Midfielder,2,3,24,8,23,826,75.0,False
Ryan Calheira,UMBC,Forward,4,0,33,19,15,995,75.0,False
Alex Cunningham,Tulsa,Defender,1,0,12,3,11,1319,75.0,False
Luke Nicholson,Green Bay,Midfielder,5,1,26,10,6,801,75.0,False
Lovro Kostanjsek,South Fla.,Midfielder,2,4,15,8,14,844,75.0,False
Torren Aikens,Saint Francis,Defender,0,1,6,4,11,1350,75.0,False
Luka Kozomara,California Baptist,Defender,0,1,12,3,10,1123,75.0,False
Josh Francombe,Lindenwood,Midfielder,1,2,19,5,24,1659,75.0,False
Tarik Pannholzer,Marshall,Forward,3,5,27,11,28,1665,75.0,False
Loic Sany Kong,Marshall,Forward,2,3,25,11,12,862,75.0,False
Mo Mohamed,Seattle U,Midfielder,1,2,9,4,22,1609,75.0,False
Mathias Baucher,Kansas City,Midfielder,1,1,8,3,38,1381,75.0,False
David Ismail,Vermont,Forward,3,4,32,11,18,1590,75.0,False
Tyquan Stroud,UMBC,Midfielder,1,4,12,7,11,784,74.0,False
Sam White,Bryant,Midfielder,3,2,20,12,9,785,74.0,False
Luc Granitur,North Florida,Forward,2,4,15,6,15,896,74.0,False
Mylo Hall,Hofstra,Midfielder,0,2,5,2,20,1414,74.0,False
Brendan Lambe,Virginia,Midfielder,1,1,13,3,15,1565,74.0,False
Tai-Reece Chisholm,Campbell,Midfielder,3,3,14,5,6,1189,74.0,False
Pearse O'Brien,Providence,Midfielder,1,4,15,5,10,842,74.0,False
Nolan Spicer,Notre Dame,Midfielder,3,2,17,10,23,1013,74.0,False
Charles Brunet,Central Ark.,Midfielder,2,2,33,9,19,1144,74.0,False
Drew Seguro,Quinnipiac,Midfielder,1,4,18,9,13,873,74.0,False
Max Murray,Vermont,Forward,4,4,18,8,13,2019,74.0,True
Ronald Zhai,Army West Point,Forward,4,2,28,10,6,1158,74.0,False
Haruki Utsumi,UC Santa Barbara,Defender,2,2,8,3,5,967,74.0,False
Samuel Atiye,UC Irvine,Midfielder,2,3,24,7,24,1078,74.0,False
Isaac Powell,UC Irvine,Midfielder,2,3,12,5,31,1122,74.0,False
Scott Godden,Rutgers,Defender,0,1,6,0,10,1134,74.0,False
Leo Mendez,California Baptist,Forward,5,1,16,8,23,1125,74.0,False
Drew Hansen,UCF,Forward,3,0,16,6,3,616,74.0,False
Caden Grabfelder,Penn St.,Midfielder,4,1,29,13,37,1140,74.0,True
Nolan Mcguire,DePaul,Defender,1,2,3,1,3,1187,74.0,False
Jens Haukeland,Lindenwood,Midfielder,2,1,9,7,2,329,74.0,False
Victor Saade,Navy,Defender,0,3,11,6,12,1016,74.0,False
Drew Pedersen,Gonzaga,Forward,4,3,23,12,15,1302,74.0,False
Aleksandar Vukovic,Marshall,Defender,1,2,9,4,23,865,74.0,True
Mario Ganser,Mercyhurst,Defender,1,2,5,2,14,940,74.0,False
Caleb Johnson,Furman,Midfielder,2,2,22,10,16,724,74.0,False
Julian Kennedy,Wake Forest,Forward,1,2,34,9,13,827,74.0,False
Michael Blevins,CSUN,Midfielder,4,1,27,12,10,770,74.0,False
Roberto Burlew,Wisconsin,Midfielder,0,4,16,7,24,1285,74.0,False
Will Wiersdorf,Santa Clara,Midfielder,3,2,26,14,22,965,74.0,False
Michael Appiah,FIU,Forward,4,0,26,14,9,980,74.0,False
Cristian Guirado,Bryant,Forward,4,0,26,12,9,937,74.0,False
Samuel Biven,Merrimack,Defender,3,2,17,9,16,1159,74.0,False
Shakir Nixon,UCLA,Defender,1,3,3,2,16,916,74.0,False
Quanah Brayboy,Yale,Midfielder,3,3,15,8,28,1064,74.0,False
Owen Burke,Stonehill,Midfielder,3,4,21,7,3,1181,74.0,False
Cameron Cook,San Jose St.,Midfielder,3,2,25,11,22,1412,74.0,False
Michael Suski,UConn,Forward,2,1,10,4,6,492,74.0,False
Papa Sow,LIU,Midfielder,2,2,15,5,13,1691,74.0,False
Oliver Akintade,Massachusetts,Forward,3,3,17,11,12,1196,74.0,False
Luis Felipe Santos,Mercyhurst,Forward,3,3,30,16,22,1334,74.0,False
Joe Dale,Washington,Midfielder,2,3,17,9,17,910,74.0,False
Case Cox,Belmont,Forward,2,0,16,7,11,474,74.0,False
Andres Mata,Stetson,Midfielder,5,1,25,10,19,1042,74.0,False
Caio Cavaletti,Marist,Midfielder,2,2,27,8,51,1044,74.0,False
Sergio Martinez,NJIT,Midfielder,4,1,27,9,20,890,74.0,False
Kade Tepe,Northeastern,Midfielder,3,2,26,8,10,899,74.0,False
Stan Klaver,IU Indy,Defender,0,3,4,1,27,969,74.0,False
Luke Schierenbeck,Quinnipiac,Defender,3,1,14,5,10,1031,74.0,False
Declan Horio,UC Davis,Midfielder,3,2,18,7,8,682,74.0,False
Jose Perez,Wake Forest,Midfielder,2,0,20,7,15,1558,74.0,False
Jake Sweeney,Loyola Maryland,Forward,4,0,15,8,21,798,74.0,False
Simon Vaca-Lorenzi,Sacramento St.,Forward,1,2,9,2,6,416,74.0,False
Carter Rizzo,Air Force,Forward,3,2,32,17,20,1045,74.0,False
Felipe Medina,Purdue Fort Wayne,Midfielder,1,3,19,11,38,1253,74.0,False
Pablo Simon,Marshall,Midfielder,4,1,22,12,22,965,74.0,False
Jasen Bottini,Monmouth,Midfielder,3,1,9,5,4,406,74.0,False
Jesus Galvan-Garcia,Green Bay,Defender,1,1,4,1,10,1099,74.0,False
Calle Sjoberg,Bellarmine,Midfielder,2,3,8,5,9,581,74.0,False
Yoni Aidlberg,Santa Clara,Defender,0,1,9,4,24,986,74.0,False
Asembo Augo,NJIT,Forward,3,2,21,9,19,958,74.0,False
Junhwan Park,San Francisco,Midfielder,2,2,27,12,11,693,74.0,False
Rashaad Ogun,CSU Bakersfield,Forward,2,2,13,6,13,663,74.0,False
Jack Kryger,Army West Point,Forward,3,1,15,9,5,712,74.0,False
Jackson Ten Oever,Columbia,Defender,2,0,2,2,20,1139,74.0,False
Christos Efstathiou,UAlbany,Defender,0,2,2,0,5,1274,74.0,False
Diego Rosas,Portland,Forward,1,8,15,4,11,1276,74.0,False
Emmanuel Bam,UCF,Forward,4,2,22,10,22,1206,74.0,False
Jose Maria Barrera,Pacific,Midfielder,2,3,23,14,36,1204,74.0,False
Remi Okunlola,Clemson,Forward,2,4,15,8,27,1637,74.0,False
Harry Dale,Ga. Southern,Midfielder,0,4,18,8,7,656,74.0,False
Conlan Paventi,Saint Peter's,Forward,3,2,20,8,32,909,74.0,False
Andrey Salmeron,VCU,Midfielder,3,1,38,15,28,960,74.0,False
Felix Ewald,West Virginia,Midfielder,2,3,19,8,9,895,74.0,False
Gui Gragnano,UAB,Forward,2,0,15,6,6,470,74.0,False
Joe Buck,Georgetown,Midfielder,0,3,24,3,18,1328,74.0,False
"Jr.,Deryk Jones",CSUN,Defender,4,3,16,8,16,817,74.0,False
Gijs Verheul,Marist,Defender,1,0,11,5,9,1291,74.0,False
Addrian Knights-Browne,FGCU,Midfielder,2,2,15,8,2,477,74.0,False
Gabriel Le Guen,FDU,Defender,1,0,4,2,11,1166,74.0,False
Otto Gustafsson,California Baptist,Defender,0,0,4,2,5,1128,74.0,False
Andrew Hilton Ii,Columbia,Defender,0,1,3,2,20,1154,74.0,False
Marcus Nahim,Binghamton,Midfielder,0,5,15,9,8,1199,74.0,False
Arnar Adalsteinsson,Rutgers,Defender,0,0,8,5,4,1145,74.0,False
Axel Ramirez,Sacramento St.,Midfielder,0,4,16,4,29,1357,74.0,False
Kaito Ueki,Coastal Carolina,Midfielder,1,2,14,4,8,424,74.0,False
Omar Jallow,Drexel,Forward,3,1,14,9,22,785,74.0,False
Lucho Galizzi,Memphis,Forward,4,1,26,15,19,1060,74.0,False
Paolo Kampula,Temple,Defender,0,0,10,6,8,1024,74.0,False
Oscar Halls,Loyola Maryland,Defender,1,1,3,2,5,1148,74.0,False
Layton Purchase,Massachusetts,Midfielder,2,2,27,12,11,1055,74.0,False
Nick Mchenry,Ohio St.,Defender,0,0,7,2,1,1056,74.0,False
Anton Khelil,North Florida,Midfielder,3,2,24,8,16,1623,74.0,False
Kaone Kolagano,Houston Christian,Forward,1,1,13,5,7,397,74.0,False
Gilberto Rivera,San Jose St.,Midfielder,1,2,33,8,33,1635,74.0,False
Will Francis,Princeton,Forward,3,0,23,12,12,779,74.0,False
Albi Ndrenika,Maryland,Midfielder,1,4,21,9,14,912,74.0,False
Nico Quanbeck,Davidson,Midfielder,4,2,18,5,12,1326,74.0,False
Andrea Di Blasio,Boston U.,Forward,4,1,18,8,6,910,74.0,False
Olafur Freysson,Siena,Midfielder,2,3,13,6,9,668,74.0,False
Kolton Prater,Green Bay,Midfielder,2,3,13,5,33,958,74.0,False
Tony Yeboah,Manhattan,Forward,2,3,21,7,15,893,74.0,False
Christian Dionne,Penn St.,Midfielder,2,4,9,3,13,781,74.0,False
Michael Switala,Canisius,Midfielder,4,2,28,12,12,1282,74.0,False
Nico Rabiu,Wake Forest,Midfielder,1,3,17,8,3,566,74.0,False
Dylan Tellado,Harvard,Forward,3,1,22,13,5,776,74.0,False
Gianluca Del Priore,Niagara,Midfielder,0,4,29,16,50,1380,74.0,False
Giuseppe Indelicato,UMBC,Defender,2,0,15,7,20,958,74.0,False
Elliot Chaffey,VMI,Defender,0,3,18,7,13,1011,74.0,False
Jonathan Salguero,Marist,Midfielder,1,2,7,1,7,362,74.0,False
A.J. Schuetz,Navy,Forward,3,1,27,13,16,909,74.0,False
Miguel Fernandez,Kansas City,Midfielder,1,2,12,2,28,1187,74.0,False
Rodrigo Ferreira,Winthrop,Midfielder,4,3,26,11,26,1215,74.0,False
Angel Fernandez,San Jose St.,Midfielder,1,3,15,6,45,1518,74.0,False
Louie Salkeld,ETSU,Midfielder,1,4,12,1,27,1246,74.0,False
Daniel Larsson,Saint Peter's,Defender,0,0,5,3,9,1396,74.0,False
Alexei Royar,VMI,Defender,0,0,2,2,5,1179,74.0,False
Bernardo Dos Santos Monteiro,FIU,Forward,3,1,45,16,24,1357,74.0,False
Panagiotis Karagiorgis,Dartmouth,Defender,0,0,3,1,12,1250,74.0,False
Colin Prendergast,George Washington,Defender,1,0,10,5,10,1414,74.0,False
Tyler Tipton,Santa Clara,Forward,5,0,23,11,21,1037,74.0,False
Mikey Stukenholtz,Omaha,Forward,1,3,15,7,15,599,74.0,False
Sean Mcevoy,Loyola Maryland,Midfielder,2,3,20,9,36,1394,74.0,False
Oscar Sears,Bryant,Midfielder,1,3,10,2,14,664,73.0,False
Andrew Bennett,Old Dominion,Midfielder,2,2,19,8,16,1279,73.0,False
Joaquin Suarez,UTRGV,Defender,0,0,7,4,13,1047,73.0,False
Jack Wagner,Indiana,Midfielder,0,2,9,4,27,1386,73.0,False
Brando Bedolla,Longwood,Forward,2,3,18,5,27,974,73.0,False
David Cox,Milwaukee,Midfielder,0,2,5,1,30,1506,73.0,False
Morgan Marshall,Penn St.,Defender,0,2,4,2,10,1143,73.0,False
Aidan Borra,Sacred Heart,Midfielder,2,3,15,5,12,1261,73.0,False
Ethan Vermillion,IU Indy,Midfielder,2,2,24,9,32,902,73.0,False
Sean Boyle,Saint Joseph's,Defender,0,0,11,3,4,1316,73.0,False
Michel Feldman,Queens (NC),Forward,4,2,17,8,21,1097,73.0,False
Marko Isakovic,Harvard,Midfielder,2,3,18,6,14,836,73.0,False
Connor Mucchetti,Elon,Midfielder,3,0,14,6,15,1491,73.0,False
Harry Davison,Saint Peter's,Defender,0,0,9,5,19,1285,73.0,False
Andreas Evangelou,Charlotte,Defender,0,2,6,1,8,874,73.0,False
Joao Paulo Ramos,Michigan,Midfielder,0,3,19,10,33,1241,73.0,False
Bruno Baez,Chicago St.,Forward,1,1,10,5,5,368,73.0,False
Wyatt Lewis,Notre Dame,Midfielder,2,1,15,6,16,1291,73.0,False
Justin Sosa,Saint Mary's (CA),Midfielder,2,2,29,13,13,845,73.0,False
Connor Burkett,Western Mich.,Midfielder,2,2,14,4,6,537,73.0,False
Nikolai Zapolskikh,Temple,Defender,1,0,5,3,17,962,73.0,False
Tal Levy,LIU,Forward,1,2,18,7,10,608,73.0,False
Robbie Matei,San Diego St.,Forward,4,1,22,8,15,1116,73.0,False
Iragi Kalala,Presbyterian,Midfielder,2,3,10,3,14,761,73.0,False
Keegan Walker,Rhode Island,Midfielder,2,2,28,14,22,1121,73.0,False
Joel Aschenbroich,Saint Francis,Defender,0,1,0,0,8,1235,73.0,False
Aidan Morrison,Liberty,Midfielder,2,3,14,6,12,1035,73.0,False
Niels Hartman,Vermont,Midfielder,1,0,9,3,27,1484,73.0,False
Jorge Solorzano,CSUN,Midfielder,3,1,35,9,16,1311,73.0,False
Aj Pama,Ga. Southern,Defender,0,1,2,1,25,1049,73.0,False
Cao Chaves,FGCU,Forward,2,2,17,8,22,758,73.0,False
Ryan Zellefrow,Vermont,Forward,2,2,29,10,46,1488,73.0,False
Tomas Sentiero,Bryant,Midfielder,0,3,20,10,16,722,73.0,False
Cj Coppola,Virginia Tech,Forward,1,3,10,5,6,564,73.0,False
Otto Ollikainen,West Virginia,Midfielder,0,0,16,3,37,1513,73.0,False
Alvaro Heredia,NJIT,Midfielder,2,2,21,10,24,848,73.0,False
Juan Caffaro,North Carolina,Midfielder,0,4,9,5,15,773,73.0,False
Santiago Blasco,Bryant,Midfielder,1,1,6,1,21,1569,73.0,False
Shoki Yoshida,FGCU,Forward,4,0,36,18,20,1182,73.0,False
Michael Sullivan,Pittsburgh,Midfielder,1,0,13,3,13,1431,73.0,True
Nick Skubis,Ohio St.,Midfielder,2,1,12,6,10,433,73.0,False
Dino Feratovic,Iona,Defender,2,1,6,4,5,963,73.0,False
Miguel Bertran,Pittsburgh,Midfielder,0,3,10,4,15,526,73.0,False
Duarte Chapelas,Western Mich.,Defender,1,1,10,6,12,934,73.0,False
Wes Bottenburg,Tulsa,Defender,2,0,10,6,9,1169,73.0,False
Francesco Borla,Iona,Forward,3,0,28,16,15,932,73.0,False
Martin Kozak,St. John's (NY),Midfielder,4,1,21,8,10,860,73.0,False
Audun Engen Vik,Evansville,Defender,1,2,9,5,14,940,73.0,False
Sam Bjork,Seton Hall,Defender,2,2,11,3,4,888,73.0,False
Santiago Hopkins,California,Defender,0,2,2,0,14,980,73.0,False
Abdi Bahur,ETSU,Forward,0,6,12,5,7,743,73.0,False
Cason Stafford,Colgate,Midfielder,2,3,18,9,24,1169,73.0,False
Alex Fleury,Stony Brook,Midfielder,0,4,28,6,12,1198,73.0,False
Bo Drath,St. Bonaventure,Defender,0,1,6,3,10,1178,73.0,False
Diego Guerra,Cal Poly,Midfielder,3,1,17,4,23,1321,73.0,False
Takuto Nishide,FDU,Midfielder,1,3,11,3,21,1391,73.0,False
Abe Arellano,Purdue Fort Wayne,Midfielder,3,2,20,12,16,995,73.0,False
Sadam Masereka,Maryland,Forward,4,2,18,10,37,1433,73.0,False
Freddy Ferguson,Houston Christian,Midfielder,1,3,9,4,12,602,73.0,False
Blaine Mabie,Georgetown,Midfielder,1,1,27,6,20,1363,73.0,False
Beto Apolinar,San Diego St.,Midfielder,0,4,9,2,15,1562,73.0,False
Lucas Nordin,ETSU,Forward,1,1,16,9,3,448,73.0,False
Eric Danquah,St. John's (NY),Midfielder,1,3,24,6,15,916,73.0,False
Dj Koulai,Bradley,Forward,3,1,27,17,40,1069,73.0,False
Brock Pickett,Wright St.,Midfielder,1,3,6,4,8,1476,73.0,False
Zachary Sardi-Santos,Harvard,Defender,0,4,7,5,11,910,73.0,False
Tyler Morck,St. John's (NY),Midfielder,4,2,15,7,8,969,73.0,False
Adria!N Esteban,Missouri St.,Midfielder,0,4,16,5,9,902,73.0,False
Eric Dlabal,FDU,Defender,2,4,13,7,16,827,73.0,False
Xavi Csato,Stetson,Forward,1,4,30,12,19,1058,73.0,False
Reudd Manin,Presbyterian,Defender,1,0,7,2,10,1316,73.0,False
Jordan Matthews,Lindenwood,Forward,2,2,12,5,6,675,73.0,False
Andrew Lovell,California Baptist,Forward,3,0,10,5,3,566,73.0,False
Chris Dommer,Charlotte,Forward,1,1,16,4,5,454,73.0,False
Nevin Baer,La Salle,Defender,3,1,18,11,17,849,73.0,False
Jp Jordan,Louisville,Midfielder,0,2,12,3,50,1259,73.0,False
Drew Roskos,Bucknell,Forward,3,3,35,13,4,1214,73.0,False
Ben Suddeth,NIU,Defender,0,1,3,0,17,1440,73.0,False
Tristan Pusztahegyi,West Virginia,Defender,0,0,3,1,4,1042,73.0,False
Jason Pereira,Providence,Defender,0,0,3,1,9,1008,73.0,False
Mitar Mitrovic,Marquette,Midfielder,5,1,13,8,25,1102,73.0,False
Max Voigt,New Hampshire,Defender,0,1,11,3,6,954,73.0,False
Diego Castillo,FIU,Midfielder,2,3,19,10,19,1137,73.0,False
Ty Mikula,Saint Francis,Defender,0,0,1,1,6,1279,73.0,False
Marco Valentic,UConn,Midfielder,2,1,10,5,4,367,73.0,False
Colby Raymond,Villanova,Forward,3,0,10,6,9,595,73.0,False
Carlos Leatherman,Saint Louis,Midfielder,0,3,6,1,34,1388,73.0,False
Josh Martinez,San Diego,Midfielder,0,4,8,3,12,672,73.0,False
Adrian Jogerst,CSU Bakersfield,Midfielder,3,0,24,8,16,1440,73.0,False
Jake Bergin,Bowling Green,Midfielder,1,2,8,3,19,1324,73.0,False
Eric Onos,Kentucky,Midfielder,1,3,16,5,19,865,73.0,False
Salomon Oniangue,Lindenwood,Forward,1,1,10,6,4,375,73.0,False
Damani Harris,Oral Roberts,Midfielder,2,2,12,5,5,535,73.0,False
Rocco Delgiudice,Merrimack,Defender,1,0,5,2,17,1263,73.0,False
Francesco Pettinaroli,Bradley,Midfielder,2,3,13,6,26,965,73.0,False
Brophy Howard,UNLV,Midfielder,1,3,18,5,26,1442,73.0,False
Gabe Chapa,Western Ill.,Midfielder,0,3,10,1,33,1598,73.0,False
Mitchell Dryden,Marquette,Midfielder,3,2,9,5,11,617,73.0,False
Jarette Barajas,San Jose St.,Defender,0,1,7,3,11,1026,73.0,False
Luka Ivancic,Loyola Chicago,Midfielder,3,1,29,8,20,1226,73.0,False
Ethan Roberts,Campbell,Forward,1,2,15,7,8,539,73.0,False
Quinn Garrett,Santa Clara,Defender,0,0,2,2,3,1068,73.0,False
Curtis Deleon,Campbell,Midfielder,3,1,26,12,17,1059,73.0,False
Ivan Breki Sigurdsson,Sacred Heart,Defender,1,0,7,1,2,1095,73.0,False
Sebastian Green,Notre Dame,Midfielder,2,3,13,3,9,992,73.0,False
Vinzent Zingel,Pacific,Forward,2,0,12,4,7,462,73.0,False
Jake Smith,Denver,Midfielder,0,3,12,0,9,1205,73.0,False
Giovanni Massacesi,NJIT,Midfielder,0,4,12,2,35,961,73.0,False
Dakota Jonke,Duquesne,Forward,2,2,21,7,24,831,73.0,False
Morgan Worsfold-Gregg,Houston Christian,Midfielder,2,3,5,2,12,1369,73.0,False
Andrey Mcintyre,Lafayette,Forward,4,1,18,9,30,1068,73.0,False
Matthew Zachemski,Wisconsin,Midfielder,3,3,6,4,15,1152,73.0,False
Jack Kossoudji,Seton Hall,Midfielder,1,4,11,7,10,855,73.0,False
Matthias Heiland,Cal St. Fullerton,Midfielder,0,4,12,2,18,781,73.0,False
Aden O'Hara,Gardner-Webb,Forward,2,0,7,2,6,381,73.0,False
Kgodiso Sukati,UTRGV,Forward,4,2,17,6,19,1101,73.0,False
Cesar Rubio,Radford,Forward,2,1,23,13,7,699,73.0,False
Gabriele Galluccio,Kansas City,Midfielder,2,3,11,5,4,751,73.0,False
Ian Nunez,Princeton,Forward,2,0,17,9,9,566,72.0,False
Jackson Liley,Eastern Ill.,Forward,2,2,23,13,4,817,72.0,False
Etienne Julien,Col. of Charleston,Midfielder,1,2,11,4,2,445,72.0,False
Alan Lopez,Milwaukee,Forward,2,1,8,4,11,528,72.0,False
Andrew Erickson,Rider,Midfielder,0,0,5,4,11,1812,72.0,False
Mcloughlin,Robert Morris,Midfielder,2,1,32,10,6,1158,72.0,False
Michael Asare,Boston College,Forward,2,2,18,11,14,811,72.0,False
Abdul Al-Rashed,Oakland,Midfielder,4,1,20,11,10,892,72.0,False
Inigo Etxegarai,Rhode Island,Forward,3,2,18,7,31,1080,72.0,False
Dante Williams,Oregon St.,Midfielder,1,2,16,9,12,601,72.0,False
Ethan Agyare-Danso,Central Conn. St.,Forward,3,3,21,11,14,1174,72.0,False
Hilary Odhiambo,Chicago St.,Forward,2,2,21,6,16,882,72.0,False
Alex Bazia,Gonzaga,Forward,3,2,20,9,24,1146,72.0,False
Kevin Kelly,Princeton,Forward,3,1,19,7,24,1011,72.0,False
Thengill Orrason,Hofstra,Defender,1,2,8,6,5,884,72.0,False
Jesper Mikkelsen,LIU,Forward,4,1,20,10,6,1147,72.0,False
Drew Lovelace,NC State,Forward,2,2,21,5,16,949,72.0,False
Trevor Dillon,San Diego,Defender,0,2,4,2,9,855,72.0,False
Noe Cabezas,Quinnipiac,Midfielder,3,1,12,9,29,1362,72.0,False
Mario Anaya,UC Irvine,Midfielder,0,2,18,6,27,1351,72.0,False
Liam Beckwith,Princeton,Midfielder,0,3,11,3,5,1349,72.0,False
Colin Elder,Bellarmine,Forward,2,1,20,7,25,785,72.0,False
Dylan Groeneveld,Stanford,Midfielder,1,2,11,4,18,1276,72.0,False
Natsuki Ogata,Charlotte,Forward,3,0,24,11,12,855,72.0,False
Daniel Burko,Syracuse,Forward,3,0,13,6,15,721,72.0,False
Sebastian Reventlow-Mourier,South Carolina,Midfielder,1,2,5,2,19,1256,72.0,False
Jalen Belong,Cal St. Fullerton,Forward,2,0,5,3,5,388,72.0,False
Harry Scarborough,Providence,Forward,2,1,18,6,25,755,72.0,False
Joey Zalinsky,Rutgers,Defender,1,2,5,2,19,967,72.0,True
Ezra Punselie,Rider,Midfielder,3,1,19,7,13,1194,72.0,False
Nico Stoddart,Northern Ky.,Forward,2,1,12,5,3,560,72.0,False
Oliver Moller-Jensen,Fla. Atlantic,Forward,1,2,21,5,7,663,72.0,False
Zach Simmons,Howard,Midfielder,2,2,17,10,12,643,72.0,False
William Holum,Quinnipiac,Forward,3,3,15,10,14,1121,72.0,False
Lucas Gonzalez,Gardner-Webb,Midfielder,2,2,10,6,13,604,72.0,False
Andres Rodriguez,VCU,Midfielder,2,2,20,9,15,1378,72.0,False
Dario Stadler,USC Upstate,Forward,1,4,20,8,13,890,72.0,False
Andres Robles,Central Ark.,Midfielder,1,2,11,5,20,1274,72.0,False
Liam May,Cornell,Forward,0,7,13,5,15,1171,72.0,False
Nicolas Tomerius,UConn,Midfielder,1,1,14,5,17,1384,72.0,False
Agustin Lopez,Kentucky,Midfielder,1,0,27,9,22,1328,72.0,False
Charlie Gaffney,Penn,Forward,1,3,21,10,6,779,72.0,False
Alex St. John,Colgate,Forward,2,0,8,6,6,436,72.0,False
Carson Wood,Jacksonville,Forward,1,4,19,8,10,851,72.0,False
Luke Johnson,Saint Joseph's,Midfielder,0,5,13,4,7,858,72.0,False
Jamin Gogo Peters,Brown,Forward,2,1,19,10,10,734,72.0,False
Jakob Friedman,Monmouth,Forward,0,7,20,7,14,1185,72.0,False
Myles Edmondson,UNC Asheville,Defender,1,2,7,4,9,987,72.0,False
William Turner,George Washington,Midfielder,3,3,21,12,19,1310,72.0,False
Carter Cormier,Western Mich.,Defender,0,3,1,0,16,868,72.0,False
Owen Ennis,Army West Point,Defender,0,1,6,0,7,1040,72.0,False
Cole Duschang,Lafayette,Defender,2,0,7,5,4,960,72.0,False
Peleg Armendariz,UIW,Midfielder,4,1,24,19,10,1038,72.0,False
Daniel Idiakhoa,LMU (CA),Midfielder,2,2,20,6,33,1072,72.0,False
Kevin Kelly,NIU,Forward,3,2,24,11,15,1199,72.0,False
Humphrey Doh,UAB,Forward,3,1,16,9,17,851,72.0,False
Gustaf Rosengren,Quinnipiac,Defender,0,2,6,1,4,1036,72.0,False
Inaki Esnaola,UMass Lowell,Forward,1,3,17,9,2,735,72.0,False
Mathias Yohannes,Virginia Tech,Midfielder,0,2,10,3,9,1365,72.0,False
Mikey Ketteman,UNC Greensboro,Forward,2,1,8,5,2,513,72.0,False
Joao Domingues,FIU,Midfielder,0,3,12,3,24,1316,72.0,False
Ciro Bourlot Jaeggi,Queens (NC),Forward,3,3,23,7,33,1270,72.0,False
